country,name,related_documents,policy_type,policy_status,impact_on_eu_ets_esd_or_lulucf_emissions,policy_target,total_ghg_emissions_reductions_in_2020,total_ghg_emissions_reductions_in_2030,jurisdiction,agency,policy_implementation_period_start_year,related_to_eu_policy_boolean,related_to_eu_policy,ghgs_affected,description,policy_implementation_period_end_year,link,data_source,world_region,country_region,city,policy_written_year,impact_evaluation,policy_financing_quantity,policy_financing_period_start,policy_financing_period_end,percent_private_funded,related_to_neeap_policy,related_to_neeap_policy_boolean
Romania,Development of the energy sector to cover the demand for electrical and thermal power  from cogeneration,Single PaM,"Economic, Regulatory",Planned,"EU ETS, ESD",Energy supply,,,Government,"Government: Ministry of Energy,Government: National Regulatory Authority for Energy",2016,No,No information,CO2,"To encourage production of electricity in high efficiency cogeneration, in energy prices (paid by the consumer) is foreseen a share for high efficiency cogeneration. The resulting amounts are collected in a special account created by the transport operator (Transelectrica/Opcom), which is distributed to the producers of electricity and thermal power high efficiency.",,,eea,,,,,,,,,,,
Romania,National Action Plan for Energy from Renewable Energy Sources,Single PaM,Regulatory,Planned,"ESD, EU ETS",Energy supply,,,Government,"Government: Ministry of Energy,Government: National Regulatory Authority for Energy",2016,No,No information,CO2,"Promotion of energy from renewable sources, by types of technologies: hydro, photovoltaic, wind and biomass. The national objective regarding the energy weight, from regenerating sources in the gross final consumption of energy in year 2020, is 24%. The  installed power in wind-power plants in year 2020  will be  4000 MW and the production - 8400 GWh. The  installed power in hydroelectric power plants in year 2020 will be7729 MW, and the production – 19768 GWh. The  installed power in solar energy plants  in year 2020 will be  260 MW, and the production – 320 GW. The  installed power in biomass in year 2020 will be 405 MW, and the production – 1950 GWh.",,,eea,,,,,,,,,,,
Romania,"GEO no. 40/2011 on the promotion of non-polluting and energy-efficient road transport vehicles, amended by GEO no. 9/2013",Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,"Government: Ministry of Environment,Government: Ministry of Transport,Government: Ministry of Internal Affairs,Government: Ministry of Public Finance",2011,Yes,Directive on the Promotion of Clean and Energy Efficient Road Transport Vehicles 2009/33/EC ,CO2,"Promotion of non-polluting and energy efficient road transport vehicles, and improving the contribution of the transport sector to the environment, climate and energy policies. 
For the purchase of road transport vehicles, contracting authorities (that are under an obligation to apply the procurement procedures provided by GEO 34/2006) and operators (who fulfill public service obligations) shall consider the energy and environment impact throughout their life, at least by setting technical specifications for energy and environmental performance or using of the impacts (energy consumption, CO2 emissions, emissions of NOx, NMHC and particulate matter) as rating factors in the award criterion.",,,eea,,,,,,,,,,,
Romania,"GD no. 928/2012 concerning the specification of petrol, diesel and gas-oil and introducing a mechanism to monitor and reduce greenhouse gas emissions, amended by GD no. 1308/2012 and GD no. 1121/2013",Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,Government: Ministry of Economy,2012,Yes,Fuel Quality Directive 2009/30/EC ,CO2,"Reduction of greenhouse gas emissions from use of diesel, petrol and gas-oil, in order to reduce the adverse impact on environment and human health",,,eea,,,,,,,,,,,
Romania,"GD no. 935/2011 promoting the use of biofuels and bio liquids, amended and supplemented by GD no. 1121/2013",Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,Government: Ministry of Economy,2011,Yes,"Other (Union policy not listed above or additional Union policy) Directive 2003/30/EC, repealed by Directive 2009/28/EC",CO2,"Establishes the legal framework for the promotion of the use of biofuels and bioliquids in the transport sector. Starting with January 1st 2011, the biofuels share in the energy consumption in transport is at least 5%. In the following years, biofuels share shall increase gradually till 2018 for reaching the standard established by the directive",,,eea,,,,,,,,,,,
Romania,GD no. 90/2011 establishing measure for implementing Regulation (EC) no. 443/2009 setting emission performance standards  for new  passenger cars,Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,"Government: Ministry of Transport, through RAR (Romanian Vehicle Registration Authority)",2011,Yes,Regulation on CO2 from cars and vans (2009/443/EC and no. 510/2011) ,CO2,"Establishes emission performance standards for new passenger cars; starting in 2020, the vehicle fleet shall have an emission average of 95 g CO₂/km, compared to the average emission from 2012-2013, i.e. 130 g CO₂/km.",2020,,eea,,,,,,,,,,,
Romania,GD no. 238/2012 for establishing measures to apply Regulation (EU) no. 510/2011 setting emission performance standards for new light commercial vehicles,Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,"Government: Ministry of Transport, through RAR (Romanian Vehicle Registration Authority)",2012,Yes,Regulation on CO2 from cars and vans (2009/443/EC and no. 510/2011) ,CO2,"Establishes emission performance standards for new light commercial vehicles; starting from  2020, the new light commercial vehicles fleet shall have an emission average of 147 g CO₂/km, compared to the average emission from 2014-2017, i.e. 175 g CO₂/km.",2020,,eea,,,,,,,,,,,
Romania,GD no. 53/2012 for establishing measures to apply Regulation (EC) no. 1222/2009 on the labelling of tyres with respect to fuel efficiency and other essential parameters,Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,Government: Ministry of Economy,2012,Yes,Other (Union policy not listed above or additional Union policy) Regulation (EC) no. 1222/2009,CO2,Establishes the legal and institutional framework for direct implementation of Regulation (EC) no. 1222/2009,,,eea,,,,,,,,,,,
Romania,"GO No. 15/2002 concerning the application of use and passage toll for national road network in Romania, amended by GO no. 17/2010, GO no. 8/2010, GEO no. 157/2007",Single PaM,"Economic, Regulatory",Implemented,ESD,Transport,,,Government,Government: Ministry of Transport,2002,Yes,Other (Union policy not listed above or additional Union policy) Directive 2006/38/EC,CO2,"Establishes the value of passage tolls and concession fees for recovering construction, operation and maintenance costs.",,,eea,,,,,,,,,,,
Romania,"Regulation (EC) no. 715/2007 on type approval of motor vehicles with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6), amended by Commission Regulation (EU) no.  459/2012",Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,Government: Ministry of Transport,2012,Yes,Regulation EURO 5 and 6 2007/715/EC ,CO2,Establishes the limit values for stages Euro 5 and Euro 6 in order to reach the EU objectives on air quality.,,,eea,,,,,,,,,,,
Romania,"Order no. 457/2011 of the Ministry of Transport and Infrastructure approving the Strategy for intermodal transport units in Romania, amended by Order no.  1358/2012",Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,Government: Ministry of Transport,2011,No,No information,CO2,"Developing the national intermodal goods transport system  (railway, inland waterways,  maritime transport) to reduce energy consumption and CO2 emissions. The general target for 2020 - reaching a transport share of at least 40% intermodal transport units of the quantity of transported goods  on Romanian territory.",,,eea,,,,,,,,,,,
Romania,GD no. 666/2016 for aproving the General Transport Master Plan (GTMP),Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,Government: Ministry of Transport,2016,No,No information,CO2,"GTMP, that analysis the major objectives of national transport sector, is a  planning strategic instrument for major investments (projects and actions) ; details related to strategic objectives per type of transport are presented in  PAMs Report (chapter 3.2.1.1 Information on WEM projection scenario, section 3.2.1.1.1.2 Transport)",,,eea,,,,,,,,,,,
Romania,Law no. 155/2005 amending GEO no. 12/1998 regarding Romanian railway transport and the reorganization of the Romanian National Railway Company,Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,Government: Ministry of Transport,2005,Yes,Other (Union policy not listed above or additional Union policy) Directive 2004/51/EC,CO2,"Foreign railway transport operators and international groups, holding a license in an EU member state, have the right to access, under reasonable terms, the Romanian railway infrastructure, for the purpose of using any type of goods railway transportation services.",,,eea,,,,,,,,,,,
Romania,Modernization of the transport system,Single PaM,Regulatory,Planned,ESD,Transport,,,Government,Government: Ministry of Transport,2016,Yes,Energy Efficiency Directive 2012/27/EU;Biofuels directive 2003/30/EC ,CO2,"The modernization is in line with Energy Efficiency Directive (Directive 2012/27/UE - EED) and Directive on the Promotion of the use of biofuels and other renewable fuels for transport (Directive 2003/30/EC). So, the following measures are envisaged: renewal of cars, tracks; modernization of public transport: use the intermodal transport: alternative mobility, etc.",,,eea,,,,,,,,,,,
Romania,"Law no. 372/2005 regarding the energy performance of buildings, amended by Law no. 159/2013",Single PaM,Regulatory,Implemented,ESD,Energy consumption,,,Government,"Government: Ministry of Regional Development, Public Administration and European Funds",2013,Yes,Recast of the Energy Performance of Buildings Directive (Directive 2010/31/EU) ,CO2,"Promoting measures to increase the energy performance of buildings, considering the exterior climate conditions and the location, the interior comfort requirements, at optimal level related costs and energy performance requirements",,,eea,,,,,,,,,,,
Romania,"GD no. 55/2011 establishing ecodesign requirements for energy-related products, repealing GD no. 1043/2007 on ecodesign requirements for energy-consuming products",Single PaM,Regulatory,Implemented,ESD,Energy consumption,,,Government,Government: Ministry of Economy,2011,Yes,"Eco-design framework directive 2005/32/EC and its implementing regulations, combined with Labelling Directive 2003/66/EC and 2010/30/EC, including implementing measures ",CO2,Ecodesign requirements applicable to energy-related products,,,eea,,,,,,,,,,,
Romania,"GD no. 217/2012 establishing the requirements for the identication by labelling and standard product information of the consumption of energy and other resources by energy-related products, amending GD no. 1039/2003.",Single PaM,Regulatory,Implemented,ESD,Energy consumption,,,Government,Government: Ministry of Economy,2012,Yes,"Eco-design framework directive 2005/32/EC and its implementing regulations, combined with Labelling Directive 2003/66/EC and 2010/30/EC, including implementing measures;Other (Union policy not listed above or additional Union policy) Directive 2010/30/EU",CO2,"Requirements on the labeling and energy efficiency of household refrigerating appliances, with regard to their placement on the market",,,eea,,,,,,,,,,,
Romania,"GD no. 917/2012  establishing measures to apply Regulations (EU) no. 1059/2010, no. 1060/2010, no. 1061/2010, no. 1062/2010 and no. 626/2011, supplementing Directive 2010/30/EU",Single PaM,Regulatory,Implemented,ESD,Energy consumption,,,Government,Government: Ministry of Economy,2012,Yes,"Eco-design framework directive 2005/32/EC and its implementing regulations, combined with Labelling Directive 2003/66/EC and 2010/30/EC, including implementing measures;Other (Union policy not listed above or additional Union policy) Regulations (EU) no. 1059/2010, no. 1060/2010, no. 1061/2010, no. 1062/2010 and no. 626/2011,",CO2,"Requirements on the labeling and energy efficiency of certain consumer goods (household dishwashers/washing machines, household refrigerating appliances, TV sets, air conditioning installations)",,,eea,,,,,,,,,,,
Romania,"GD no. 1490/2009 establishing measures for the implementation of the Regulations (EU) no. 1275/2008, no. 107/2009, no. 244/2009, no. 245/2009 and no. 278/2009, implementing Directive 2005/32/EC.",Single PaM,Regulatory,Implemented,ESD,Energy consumption,,,Government,Government: Ministry of Economy,2009,Yes,"Eco-design framework directive 2005/32/EC and its implementing regulations, combined with Labelling Directive 2003/66/EC and 2010/30/EC, including implementing measures;Other (Union policy not listed above or additional Union policy) Regulations (EU) no. 1059/2010, no. 1060/2010, no. 1061/2010, no. 1062/2010 and no. 626/2011",CO2,"Ecodesign requirements for: electrical and electronic household and office appliances, signal conversion units, lamps for household use, fluorescent lamps, external supply sources.",,,eea,,,,,,,,,,,
Romania,"GD no. 910/2011 establishing measures for the implementation of Regulations (EU) no. 1015/2010 and no. 1016/2010, implementing Directive 2009/125/EC with regard to ecodesign requirements for energy-related products",Single PaM,Regulatory,Implemented,ESD,Energy consumption,,,Government,Government: Ministry of Economy,2011,Yes,"Eco-design framework directive 2005/32/EC and its implementing regulations, combined with Labelling Directive 2003/66/EC and 2010/30/EC, including implementing measures;Other (Union policy not listed above or additional Union policy) Regulations (EU) no. 1015/2010 and no. 1016/2010",CO2,Ecodesign requirements for household dishwashers/washing machines.,,,eea,,,,,,,,,,,
Romania,"GD no. 580/2011 establishing measures for the implementation of the Regulations (EC) no. 640/2009, no. 641/2009, no. 642/2009 and no. 643/2009, implementing Directive 2009/125/EC with regard to ecodesign requirements for energy-related products, amending GD no. 1039/2003 regarding labelling and energy efficiency requirements for household refrigerating appliances",Single PaM,Regulatory,Implemented,ESD,Energy consumption,,,Government,Government: Ministry of Economy,2011,Yes,"Eco-design framework directive 2005/32/EC and its implementing regulations, combined with Labelling Directive 2003/66/EC and 2010/30/EC, including implementing measures;Other (Union policy not listed above or additional Union policy) Regulation (EC) no. 640/2009, no. 641/2009, no. 642/2009 and no. 643/2009",CO2,"Ecodesign requirements for: electric engines, circulator pumps, TV sets, household refrigerating appliances",,,eea,,,,,,,,,,,
Romania,"Strategy to stimulate investments in renovating residential and commercial buildings, both public and private, existing at national level (April 2014)",Single PaM,Planning,Implemented,ESD,Energy consumption,,,Government,"Government: Ministry of Regional Development, Public Administration and European Funds",2014,Yes,Other (Union policy not listed above or additional Union policy) Directive 2012/27/EU,CO2,"The draft strategy, in line with the requirements of Article 4 of Directive 2012/27/EU on energy efficiency, establises the key successive stages for renovating the national building patrimony",2050,,eea,,,,,,,,,,,
Romania,Modernization of the residential sector,Single PaM,"Planning, Regulatory",Planned,"ESD, EU ETS",Energy consumption,,,Government,"Government: Ministry of Regional Development, Public Administration and European Funds,Government: Ministry of Energy,Government: National Regulatory Authority for Energy",2016,Yes,Energy Efficiency Directive 2012/27/EU;Recast of the Energy Performance of Buildings Directive (Directive 2010/31/EU) ,CO2,"Reduction of the energy consumption by the following measures: rehabilitating the building heating systems, applying restrictions as regards the EU efficiency standards for new buildings, lighting systems efficiency, using low-energy consumption lamps, using new equipment with low energy consumption",,,eea,,,,,,,,,,,
Romania,Modernization of the services sector,Single PaM,"Planning, Regulatory",Planned,ESD,Energy consumption,,,Government,"Government: Ministry of Energy,Government: Ministry of Regional Development, Public Administration and European Funds,Government: National Regulatory Authority for Energy",2016,Yes,Energy Efficiency Directive 2012/27/EU;Recast of the Energy Performance of Buildings Directive (Directive 2010/31/EU) ,CO2,"Reduction of the energy consumption by the following measures: rehabilitation of the building heating systems, applying restrictions as regards the EU efficiency standards for new buildings, lighting systems efficiency, using low-energy consumption lamps, using new equipment with low energy consumption.",,,eea,,,,,,,,,,,
Romania,Modernization of the agricultural sector,Single PaM,Planning,Planned,ESD,Energy consumption,,,Companies,Companies: Farmers associations,2016,No,UNDEFINED Regulation EU 1305/2013,CO2,"Reduction of energy consumption, as voluntary agreement, through implementation of energy efficiency measures (performant agricultural equipments, modern irrigation systems).",,,eea,,,,,,,,,,,
Romania,Improving coal handling techniques,Single PaM,Voluntary,Planned,ESD,Energy supply,,,Companies,Companies: Mining companies,2016,No,No information,"CO2, CH4","Optimizing the production processes, reducing the impact on the environment and efficient resource use",,,eea,,,,,,,,,,,
Romania,Improvements in the oil and gas sector,Single PaM,Voluntary,Planned,ESD,Energy supply,,,Companies,Companies: Oil and gas companies,2016,No,No information,"CO2, CH4","Optimizing the production processes, reducing the impact on the environment and efficient resource use.",,,eea,,,,,,,,,,,
Romania,Regulation (EU) no. 517/2014 related fluorinated greenhouse gases,Single PaM,Regulatory,Implemented,ESD,Industrial processes,,,Government,"Government: Ministry of Environment,Government: National Agency for Environmental Protection",2015,Yes,F-gas Regulation 2006/842/EC ,"HFC, PFC, SF6","Regulation lays down rules on the containment, use, recovery and destruction of F gases and prohibits the sale of certain products containing F-gases. Also, sets an annual limit on the overall climate impact of HFC which will be phased out between 2015 and 2030.Annual limit for HCF quantities placed on the market in 2030 represent 21% of 2009-2012 levels.",,,eea,,,,,,,,,,,
Romania,Directive 40/2006/EC (MAC Directive) on emissions from air conditioning systems of the motor vehicles,Single PaM,Regulatory,Implemented,ESD,Industrial processes,,,Government,"Government: Ministry of Environment,Government: National Agency for Environmental Protection",2008,Yes,MACs_Directive ,HFC,MAC Directive provides the gradual replacement of air-conditioning systems using HFC-134a. It also limit the possibility of retrofitting motor vehicles with air conditioning systems designed to contain fluorinated greenhouse gases with a global warming potential higher than 150 and prohibit the charging of the air conditioning systems with such gases.,,,eea,,,,,,,,,,,
Romania,"Water Law no. 107/1996, amended by Law no. 112/2006",Single PaM,Regulatory,Implemented,ESD,Agriculture,,,Government,Government: National Water Management Authority,2003,Yes,Water Framework Directive 2000/60/EC ,"CH4, N2O","Preserving, developing and protecting water resources, defense against flooding, gradual reduction of underground water pollution and prevention of subsequent pollution, preserving and protecting aqueous ecosystems.
The Water Law no. 107/1996 sets up the obligation and establishes the legal framework for the development of water branch management plans that are intended to:  
- prevent deterioration, improve and restore the surface of water bodies, achieve good chemical and ecological status and reduce pollution from discharges and emissions of hazardous substances; 
- protect, enhance and restore the state of underground water, prevent their pollution or damage and ensure the balance between consumption and recharge.",,,eea,,,,,,,,,,,
Romania,National Rural Development Programme 2014-2020 (PNDR 2014-2020),Single PaM,Regulatory,Planned,ESD,Agriculture,,,Government,Government: Ministry of Agriculture and Rural Development,2015,Yes,Other (Union policy not listed above or additional Union policy) Decision 2006/144/EC,"CH4, N2O","PNDR 2014-2020 adresses the following strategic priorities: 
- Restructuring and increasing the viability of agricultural holdings;
- Sustainable management of natural resources and combating the climate change;
- Diversification of economic activities, creating jobs, improving infrastructure and services for improving the quality of life in rural areas.",2020,,eea,,,,,,,,,,,
Romania,GD no. 964/2000 on the approval of the Action Plan for water protection against pollution with nitrates of agricultural origin,Single PaM,Regulatory,Implemented,ESD,Agriculture,,,Government,"Government: Ministry of Water and Forest,Government: Ministry of Agriculture and Rural Development",2000,Yes,Nitrate Directive 1991/676/EEC ,N2O,Approves the Action Plan for water protection against the pollution with nitrates from agricultural sources,,,eea,,,,,,,,,,,
Romania,"Order no. 344/708/2004 approving the technical rules on environment protection, particularly soil protection, when using sludge in agriculture",Single PaM,Regulatory,Implemented,ESD,Agriculture,,,Government,Government: Ministry of Water and Forest,2004,Yes,Other (Union policy not listed above or additional Union policy) Directive 86/278/CEE,"CH4, N2O","Establishes the concentration of heavy metals in soil to which sludge is applied, concentration of the heavy metals in sludge, the maximum annual concentration of heavy metals which may be introduced into cultivated soils and the criteria for evaluation of soil suitability in sludge application. 
Promoting the use of sewage sludge on agricultural land reduce the level of applied synthetic fertilisers.",,,eea,,,,,,,,,,,
Romania,GD no. 1261/2007 establishing measure for implementation of the Regulation (EC) no. 2003/2003 relating to fertilisers,Single PaM,Regulatory,Implemented,ESD,Agriculture,,,Government,Government: Ministry of Agriculture and Rural Development,2007,Yes,Other (Union policy not listed above or additional Union policy) Regulation (EC) no. 2003/2003,"CH4, N2O","Established the institutional framework for the direct implementation of Regulation (EC) no. 2003/2003 relating to fertilisers, and determines and sanctions misdemeanors against the fertilizers regulations",,,eea,,,,,,,,,,,
Romania,"Government Emergency Ordinance no. 3/2015 approving payment schemes applicable in agriculture within the period 2015-2020, with subsequent amendments",Single PaM,"Economic, Regulatory",Implemented,ESD,Agriculture,,,Government,Government: Ministry of Agriculture and Rural Development,2015,Yes,"CAP Reform 2013 regulations: Rural Development (1305/2013), 'Horizontal' issues (1306/2013), Direct payments (1307/2013) and Market measures (1308/2013) ","CH4, N2O","Approves payment schemes, as support and guarantee mechanisms for farmers and economic operators, namely direct payment schemes and national transitional aid, applicable in agriculture within the period 2015-2020. The direct payment schemes are: single area payment scheme; redistributive payment; payment for benefic agricultural practices  for climate and environment; payment for young farmers; coupled support scheme; simplified scheme for small farmers.
The transitional national aids are granted for vegetable and livestock areas within the annual budgets allocated to the Ministry of Agriculture and Rural Development.",,,eea,,,,,,,,,,,
Romania,"Enhace sustainable management of forests, restoration of degraded lands",Single PaM,Planning,Planned,LULUCF,"Land use, land use change and forestry",,,"Government, Other, Regional","Government: Ministry of Agriculture and Rural Development,Regional: Regional Forest and Hunting Inspectorate,Other: Private owners",2016,No,No information,CO2,"Reduction of GHG emissions  through conservation and increase carbon stock in forests,  expanding forested areas, restoring degraded lands",,,eea,,,,,,,,,,,
Romania,Improving livestock and manure management,Single PaM,Planning,Planned,ESD,Agriculture,,,Companies,Companies: Farmers associations,2016,No,No information,"CH4, N2O","Reduction of GHG emissions, as voluntary agreements, through investments for improving the feed quality for livestock, increase methane recovery  from anaerobic fermentation of manure,  modern methods of fertilizer application.",,,eea,,,,,,,,,,,
Romania,National Forestry Strategy 2013-2022,Single PaM,Planning,Planned,LULUCF,"Land use, land use change and forestry",,,Regional,Regional: Regional Forest and Hunting Inspectorate,2016,No,No information,CO2,"National Forestry Strategy assumes wood harvest increase to 21 mil. mc/year by 2020, limits deforestation of 1 kha/year and increases afforestation rate to 10 kha/year.",,,eea,,,,,,,,,,,
Romania,National Rural Development Plan (PNDR) 2014-2020,Single PaM,Planning,Planned,LULUCF,"Land use, land use change and forestry",,,Government,Government: Ministry of Agriculture and Rural Development,2015,Yes,"CAP Reform 2013 regulations: Rural Development (1305/2013), 'Horizontal' issues (1306/2013), Direct payments (1307/2013) and Market measures (1308/2013) ",CO2,"PNDR measures consisted in: increasing orchards area by 2 % a year by 2020; agri-environment-climate (assuming 15% of arable land moves to conservative agro-techniques); forest-environmental and climate services and forest conservation, including afforestation, shelterbelts and CAP greening of 11kha/year.",,,eea,,,,,,,,,,,
Romania,Law no. 211/2011 regarding waste management,Single PaM,Regulatory,Implemented,ESD,Waste management/waste,,,Government,Government: Ministry of Environment,2011,Yes,Waste Management Framework Directive 2008/98/EC ,"CH4, N2O","Establishes requirements  for preventing and reducing the adverse impact of the generation and management of waste. Starting with 2012, the  public local authorities shall assure the separate collection for at least paper, metal, plastic and glass. Also, till 2020, the produces and the local public authorities shall achieve a  preparation level for reuse  and recycling (at least 50% of the total waste mass - paper, metal, plastic, glass from municipal waste)  and a preparation level for reuse, recycling and other recovery operation (at least 70 % of the non hazardous waste mass from construction and demolition activities).",,,eea,,,,,,,,,,,
Romania,"GD no. 621/2005 on the management of packaging and packaging waste, amended and supplemented by GD no. 1872/2006 and GD no. 247/2011.",Single PaM,Regulatory,Implemented,ESD,Waste management/waste,,,Government,Government: Ministry of Environment,2005,Yes,"Other (Union policy not listed above or additional Union policy) Directive 1994/62/EC, amended by Directive 2004/12/EC, Directive 2005/20/EC, Regulation (EC) no. 1883/2003","CO2, N2O","Establishes rules for the packaging and packaging waste management and objectives concerning the recovery or incineration at waste incineration plants with energy recovery and, respectively, concerning the recycling of packaging waste, in line with transition period.",,,eea,,,,,,,,,,,
Romania,GD no. 1037/2010 regarding waste from electric and electronic equipment,Single PaM,Regulatory,Implemented,ESD,Waste management/waste,,,Government,Government: Ministry of Environment,2010,Yes,Other (Union policy not listed above or additional Union policy) Directive 2002/96/EC,CH4,"Establishes requirements  for preventing of waste electrical and electronic equipment (WEEE) and promote reuse, recycling and other forms of recover. The executive authorities of administrative-territorial units shall ensure the existence and operation at least one point for separate collection of WEEE from private households to 50,000 inhabitants, but no more than a collection point in each village.
Till 31 December 2015, the EEE producers shall organize the collection of WEEE from private householders in order to ensure the average rate of separate collection at the national level at least 4 kg /capita/year.",,,eea,,,,,,,,,,,
Romania,"GD no. 349/2005 on landfill of waste, amended and supplemented by GD no. 201/2007 and GD no. 1292/2010",Single PaM,Regulatory,Implemented,ESD,Waste management/waste,,,Government,Government: Ministry of Environment,2005,Yes,Landfill Directive 1999/31/EC ,CH4,"Establishes the national targets concerning the reduction of the quantities of biodegradable waste landfilled, comparing to the year 1995, in line with transition period. Also, establishes the compliance calendar for the existing landfills ( 41 non-compliant municipal landfills in operation between 2013-2017, shall stop operating by 2017).",,,eea,,,,,,,,,,,
Romania,"GD no. 188/2002 for the approval of certain norms concerning the conditions of discharging the waste water into aquatic environment, amended by GD no. 352/2005.",Single PaM,Regulatory,Implemented,ESD,Waste management/waste,,,Government,Government: National Water Management Authority,2002,Yes,"Other (Union policy not listed above or additional Union policy) Directive 91/271/CEE, amended and supplemented by Directive 98/15/CE","CH4, N2O","Establishes the requirements concerning the collection systems, treatment and discharge of waste water, in line with the transition periods:
- collection of urban waste water  
- compliance to be ensured by December 31st 2013 (agglomerations with more than 10,000 inhabitants), respectively by December 31st 2018 (agglomerations with less than 10,000 inhabitants);
- treatment and discharge of urban waste waters   
- compliance to be ensured by December 31st 2015 (agglomerations with more than 10.000 inhabitants), respectively by December 31st 2018 (agglomerations with less than 10.000 inhabitants).",,,eea,,,,,,,,,,,
Romania,Improving solid waste management,Single PaM,"Economic, Regulatory",Planned,ESD,Waste management/waste,,,Government,Government: Ministry of Environment,2016,No,No information,CH4,The future provisions of the National Plan for Waste Management were considered that will include clear and consistent measures for achieving the reuse and recycle targets by 2020.,,,eea,,,,,,,,,,,
Romania,GD no.  817/2005 approving the Plan for long term strategy of the railway sector in order to restore the financial equilibrium of the infrastructure manager and the modernization of infrastructure,Single PaM,Regulatory,Implemented,ESD,Transport,,,Government,Government: Ministry of Transport,2006,Yes,Other (Union policy not listed above or additional Union policy) Directive 2004/50/EC,CO2,"The long term Strategy for the railway sector defines the major  directions to restore the financial equilibrium of the infrastructure manager and the modernization of  rail system infrastructure by upgrading Pan-European corridors, rehabilitation and electrification of railways, moderniyation of railway stations and construction of high speed railways.",,,eea,,,,,,,,,,,
Romania,WEM Scenario for Combustion in Energy Industry and Manufacturing and Construction Industry sectors,"1,2,3,4,5,6,7,9,11,12,13,14,10","Economic, Planning, Regulatory",See individual PaMs,"EU ETS, ESD",Cross-cutting; Energy consumption; Energy supply; Other Sectors,3401.0,4735.0,Government,"Government: Ministry of the Environment,Government: Ministry of Environment,Government: Ministry of Energy, Small and Medium Enterprises and Buisness Environment,Government: Ministry of Energy,Government: National Regulatory Authority for Energy,Government: Ministry of Environment,Government: Ministry of Water and Forests,Government: Ministry of Economy,Government: Ministry of Regional Development, Public Administration and European Funds,Government: Ministry of Transport,Government: Ministry of Agriculture and Rural Development,Government: Ministry of Energy,Government: Ministry of Environment,Government: Ministry of Economy,Government: Ministry of the Environment,Government: Ministry of Energy,Government: National Regulatory Authority for Energy,Government: Ministry of Energy,Government: Ministry of Regional Development, Public Administration and European Funds,Government: National Regulatory Authority for Energy,Government: Ministry of Environment,Government: Ministry of Energy,Government: National Regulatory Authority for Energy,Government: Ministry of Regional Development, Public Administration and European Funds,Government: Ministry of Transport",See individual PaMs,Yes,"Industrial emissions Directive 2010/75/EU (Recast of IPPC Directive 2008/1/EC and Large Combustion Plant Directive 2001/80/EC);EU ETS directive 2003/87/EC as  amended by Directive 2008/101/EC and Directive 2009/29/EC and implementing legislation, in particular 2010/2/EU, 2011/278/EU and 2011/638/EU;RES directive 2009/28/EC;Energy Efficiency Directive 2012/27/EU;Effort Sharing Decision 406/2009/EC;Directive on the geological storage of CO2 2009/31/EC;Other (Union policy not listed above or additional Union policy);Cogeneration Directive 2004/8/EC;Completion of the internal energy market (including provisions of the 3d package) EU Commission’s Climate and Energy Package Directive 2009/73/EC Regulation (EC) no. 1221/2009","CO2, CH4, N2O, PFC, HFC, SF6","Reduction of GHG em7, 9, issions for Energy Industry and Manufacturing and Construction Industry sectors",See individual PaMs ,,eea,,,,,,,,,,,
