projectID,Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type of PPI,Subtype of PPI,Project status,Primary sector,Secondary sector,Subsector,Segment,Location,ContractPeriod,TerminationYear,PubliclyTraded,StockExchange,MultipleSystems,NumberOfSystems,CaptiveFacility,SharePercent,GovtGrantingContract,TypeOfGovtSupport,InvestmentYear,PercentPrivate,GovtPaymentCommitments,PhysicalAssets,TotalInvestment,GovCashAssist,dateStatusUpdated,CapacityType,Capacity,CapacityYear,Technology,ContractHistory,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,NumberRenewalBids,Sponsors,MultiLateralSupport,Revenue Source,RenewalBidCriteria,RenewalAwardMethod,DevelopmentStage,CommissioningDate,ProjectGrid,CarbonCredits,FundingYear,PrivateFunding,PublicFunding,GovtFunding,BankLocalFunding,DonorFunding,DebtEquityGrantRatio
6842,South Asia,India,Lower middle income,Blended,2011,November,Dahanu Solar Power Private Limited,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Dahanu, Rajasthan",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,150,150,Not Applicable,4/1/12,MW,40,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,,Reliance ADA Group (100% / India),"Other (Loan / $85 Million / 2011), ADB (Loan / $48 Million / 2011)",Purchase agreements or transmission fees with private entity(ies),,,Financial Closure,2012,"Northern,Eastern,Western,North-Eastern Grid",Yes,2011,,,,,132.3,88/12
6848,South Asia,India,Lower middle income,Blended,2011,July,ENAM Surel Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Surel Village, Surendranagar, Gujarat",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,70.7,70.7,Not Applicable,1/1/12,MW,25,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Enam Group (100% / India),,Purchase agreements or transmission fees with public entity(ies),Not Applicable,Not Applicable,Financial Closure,2012,North-East-West-North-East (NEWNE) Grid of India,Yes,2011,49.1,,,49.5,,70/30
6569,South Asia,India,Lower middle income,Blended,2011,July,Enercon Pithodai Wind Farm,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Jaisalmer District in Rajasthan,25,2036,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,21.9,21.9,Not Available,,MW,60,2011,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Enercon India Ltd (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Northern National Grid,Yes,2011,0,,0,13.8,0,63/37
7530,South Asia,India,Lower middle income,Blended,2011,December,Ganges Green Energy Private Limited,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Rajkot district, Gujarat",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,83.3,83.3,Not Applicable,,MW,25,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,,Moser Baer India Limited (100% / India),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2011,North-East-West-North-East (NEWNE) Grid of India,Yes,,,,,,,
6000,South Asia,India,Lower middle income,Blended,2011,March,Genting Jangi Wind Farm,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Kutch district in the state of Gujarat,25,Not Applicable,No,N/A,No,,No,,State/Provincial,,2011,100,Not Available,152,152,Not Available,,MW,91.8,2011,"Wind, Onshore",,,Not Applicable,,Not Applicable,Not Applicable,Genting Group (100% / Malaysia),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,"Gujarat, India",Yes,2011,110,,,,,72/28
6594,South Asia,India,Lower middle income,Blended,2011,October,Greenko Dikchu HPP,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,Dickhu River in Sikkim,35,2046,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,158.5,158.5,Not Applicable,,MW,96,2011,"Hydro, Large (>50MW)",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Greenko Group (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2013,"Northern, Eastern, Western and North Eastern grid",Yes,2011,0,,0,110.8,0,70/30
6575,South Asia,India,Lower middle income,Blended,2011,July,Greenko Patan Taluka Wind Farm,Ratnagiri Wind Farm,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Satara district in Maharashtra,Not Available,Not Available,No,N/A,No,,No,,State/Provincial,Variable government payments,2011,100,Not Applicable,91.5,91.5,Not Applicable,,MW,65.6,2011,"Wind, Onshore",,,Not Applicable,Direct negotiation,,Not Applicable,Greenko Group (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,NEWNE grid,Yes,2011,0,,0,63.8,0,70/30
7529,South Asia,India,Lower middle income,Blended,2011,December,Hiraco Renewable Energy Private Limited,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Porbander District, Gujarat",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,66.6,66.6,Not Applicable,,MW,20,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,,Hiraco India Private Limited (100% / India),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2011,North-East-West-North-East (NEWNE) Grid of India,Yes,,,,,,,
6861,South Asia,India,Lower middle income,Blended,2011,December,INOX Chotila Wind Farm,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Chotila, Surendranagar District, Gujarat",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,64.3,64.3,Not Applicable,12/1/11,MW,50,2011,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Inox Group (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,North-East-West-North-East (NEWNE) Grid of India,Yes,,,,,,,
6607,South Asia,India,Lower middle income,Blended,2011,November,Jaihind Chadiyana Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Chadiyana Village, Patan District, Gujarat",25,2037,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,16.6,16.6,Not Applicable,3/1/12,MW,5,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Jaihind Projects (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,North-East-West-North-East (NEWNE) grid,Yes,2011,4.7,,,12,,72/28
6573,South Asia,India,Lower middle income,Blended,2011,September,Jain Irrigation Shirsoli Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Jalgaon district in Maharashtra,Not Available,Not Available,No,N/A,No,,No,,Federal,Not Applicable,2011,100,Not Applicable,28.2,28.2,Not Applicable,,MW,8.5,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Jain Irrigation Systems Limited (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Western grid of India,Yes,2011,0,,0,19.2,0,68/32
6591,South Asia,India,Lower middle income,Blended,2011,September,Kiran Charanka Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Charanka, Patan District, Gujarat",25,2037,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,61.2,61.2,Not Applicable,,MW,20,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Kiran Energy Solar Power Private Limited (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,North-East-West-North-East (NEWNE) grid,Yes,2011,0,,0,42.8,0,70/30
6608,South Asia,India,Lower middle income,Blended,2011,November,Lanco Chandiyana Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Chandiyana Village, Patan District, Gujarat",Not Available,Not Available,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,17,17,Not Applicable,5/1/12,MW,5,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Lanco Group (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,North-East-West-North-East (NEWNE) grid,Yes,2011,4.2,,,12.8,,75/25
6610,South Asia,India,Lower middle income,Blended,2011,September,MEMC Dhama Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Dhama village, Surendranagar district, Gujarat",25,2036,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,19.6,19.6,Not Applicable,,MW,5,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,"Azure Power India (.. / India), MEMC Electronic Materials, Inc (.. / United States)",Other (Loan / $15 Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,North-East-West-North-East (NEWNE) grid,Yes,2011,0,,0,0,14.7,75/25
6609,South Asia,India,Lower middle income,Blended,2011,July,MEMC Rawara Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Rawara village, Phalodi Tehsil in Jodhpur District, Rajasthan",Not Available,Not Available,No,N/A,No,,No,,Federal,Not Applicable,2011,100,Not Applicable,14.6,14.6,Not Applicable,,MW,5,2011,"Solar, PV",,,Lowest tariff,Competitive bidding,299,Not Applicable,"MEMC Electronic Materials, Inc (100% / United States)",ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Northern grid of India,Yes,2011,5.6,,,9,,64/36
6592,South Asia,India,Lower middle income,Blended,2011,August,Moser Baer Precious Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,District Banaskantha in Gujarat,25,2036,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,49.3,49.3,Not Applicable,,MW,15,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Moser Baer India Limited (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,North-East-West-North-East (NEWNE) grid,Yes,2011,0,,0,34.5,0,70/30
6593,South Asia,India,Lower middle income,Blended,2011,August,Moser Baer Solitaire Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Guthawada (Dalpatpura), Taluk Kankarej, District Banaskantha, Gujarat",25,2036,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,49.5,49.5,Not Applicable,,MW,15,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Moser Baer India Limited (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,North-East-West-North-East (NEWNE) grid,Yes,2011,0,,0,34.6,0,70/30
6006,South Asia,India,Lower middle income,Blended,2011,May,NSL Pabbar & Supin HPPs,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,Shimla District of Himachal Pradesh,Not Available,Not Available,No,N/A,No,,No,,State/Provincial,,2011,100,Not Available,71.1,71.1,Not Available,,MW,50,2011,"Hydro, Large (>50MW)",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,NSL Renewable Power Private Limited (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,,,No,,,,,,,
6004,South Asia,India,Lower middle income,Blended,2011,May,Om Power Neogal HPP,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Bandla Village, Palampur, Kangra District, Himachal Pradesh",Not Available,Not Available,No,N/A,No,,No,,State/Provincial,,2011,100,Not Available,9.2,9.2,Not Available,,MW,15,2011,"Hydro, Small (<50MW)",,,Not Applicable,,Not Applicable,Not Applicable,Om Power Corporation Limited (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,NEWNE Power Grid,Yes,,,,,,,
6576,South Asia,India,Lower middle income,Blended,2011,July,Roha Dyechem Santalpur Taluka Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Charanka, Santalpur Taluka, Patan district of Gujarat",25,2037,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,76,76,Not Applicable,,MW,25,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Roha Dyechem Private Limited (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Western grid of India,Yes,2011,0,,0,53.4,0,70/30
6015,South Asia,India,Lower middle income,Blended,2011,May,RPG Kutch Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Kutch district in the state of Gujarat,25,2037,No,N/A,No,,No,,State/Provincial,,2011,100,Not Applicable,26.7,26.7,Not Applicable,,MW,9,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,RPG Enterprises (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,,,No,,,,,,,
6839,South Asia,India,Lower middle income,Blended,2011,November,Serum Institute Maharashtra Wind Farm Project,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Maharashtra,Not Applicable,Not Applicable,No,N/A,No,,Yes,100,State/Provincial,Not Applicable,2011,100,Not Available,48,48,Not Applicable,,MW,33.6,2011,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,Serum Institute of India (100% / India),,Purchase agreements or transmission fees with private entity(ies),,,Financial Closure,2011,Yes,Yes,,,,,,,
6577,South Asia,India,Lower middle income,Blended,2011,August,SEW Bichom HPP,,Greenfield project,"Build, operate, and transfer",Construction,Energy,N/A,Electricity,Electricity generation,"Bichom river, Arunachal Pradesh",Not Available,Not Available,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,193.6,193.6,Not Applicable,,MW,96,2011,"Hydro, Large (>50MW)",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,SEW Infrastructure (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2015,"Northern, Eastern, Western North Eastern (NEWNE)",Yes,2011,0,,0,135.5,0,70/30
6589,South Asia,India,Lower middle income,Blended,2011,September,Shree Ganesh Charnaka Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Patan district in Gujarat,25,2037,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,85.1,85.1,Not Applicable,,MW,25,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Shree Ganesh Jewellery House Limited (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,North-East-West-North-East (NEWNE) grid,Yes,2011,0,,0,59.6,0,70/30
6005,South Asia,India,Lower middle income,Blended,2011,June,Simran Amuthapuram Wind Farms,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Amuthapuram, Rasta and Muthiampatti belt in Tamil Nadu",20,2031,No,N/A,No,,No,,State/Provincial,,2011,100,Not Available,133.3,133.3,Not Available,9/1/11,MW,101.4,2011,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Techno Electric And Engineering Company Ltd (100% / India),"IFC (Loan / $30 Million / 2011), IFC (Equity / $5 Million / 2011)",PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,"Tamil Nadu, India",No,2011,50,,,,,60/40
6606,South Asia,India,Lower middle income,Blended,2011,September,Sonthalia Naukh Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Naukh village, Pokhran Tehsil, Jaisalmer District, Rajasthan",25,2037,No,N/A,No,,No,,Federal,Not Applicable,2011,100,Not Applicable,15.4,15.4,Not Applicable,,MW,5,2011,"Solar, PV",,,Lowest tariff,Competitive bidding,299,Not Applicable,Sonthalia Group (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,Northern grid of India,No,2011,0,,0,8.9,0,56/44
6611,South Asia,India,Lower middle income,Blended,2011,September,Sun Charanka Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Charanka, Patan district, Gujarat",25,2037,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,19.1,19.1,Not Applicable,4/1/12,MW,6,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Sun Group (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,North-East-West-North-East (NEWNE) grid,Yes,2011,0,,0,12.8,0,67/33
6578,South Asia,India,Lower middle income,Blended,2011,August,SunBorne Karmaria I & II Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"village Karmaria, in Kutch district, Gujarat",25,2036,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,44.5,44.5,Not Applicable,,MW,15,2011,"Solar, PV",,,Not Applicable,Direct negotiation,,Not Applicable,SunBorne Energy Services India Private Limited (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,North-East-West-North-East (NEWNE) grid,Yes,2011,14.7,,,29.8,,67/33
6595,South Asia,India,Lower middle income,Blended,2011,November,TATA Mithapur Solar Plant,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,Mithapur in Gujarat,25,2036,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,77.5,77.5,Not Applicable,,MW,25,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,Not Applicable,Tata Enterprises (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2012,North-East-West-North-East (NEWNE) grid,Yes,2011,0,,0,54.2,0,70/30
7495,South Asia,India,Lower middle income,Blended,2011,September,TVS Energy (Maharashtra) Limited_25.5MW Windfarm,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Satara, Sangli districts in Maharashtra",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2011,100,Not Applicable,35.1,35.1,Not Applicable,,MW,25.5,2011,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,TVS Energy Limited (100% / India),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2012,North-East-West-North-East (NEWNE) Grid of India,Yes,2011,,,,24.6,,70/30
6014,South Asia,India,Lower middle income,Blended,2011,January,Videocon Jodhpur Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Jodhpur district, Rajasthan",25,2037,No,N/A,No,,No,,Federal,,2011,100,Not Applicable,19.1,19.1,Not Applicable,,MW,5,2011,"Solar, PV",,,Not Applicable,,Not Applicable,Not Applicable,Videcon Group (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,,,No,,,,,,,
6018,South Asia,India,Lower middle income,Blended,2011,January,Videocon Warora Solar Plant,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Warora in Maharashtra,25,2036,No,N/A,No,,No,,Federal,,2011,100,Not Applicable,18.9,18.9,Not Available,,MW,5,2011,"Solar, PV",,,Not Applicable,Direct negotiation,Not Applicable,,Videcon Group (100% / India),ADB (Guarantee / $.. Million / 2011),PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2011,Western grid of India,Yes,2011,,,,13.5,,72/28
7447,South Asia,India,Lower middle income,Blended,2012,January,Beta Wind Farm (Gujarat & Andhra) Private Limited,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,Gujarat and Andhra Pradesh,Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Revenue Guarantee,2012,100,Not Applicable,183.4,183.4,Not Applicable,,MW,144,2012,"Wind, Onshore",,,Not Applicable,,Not Applicable,Not Applicable,Shriram Group (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2013,,No,2012,,,,100.3,,54/46
7448,South Asia,India,Lower middle income,Blended,2012,January,Beta Wind Farm (Tamil Nadu) Private Limited,,Greenfield project,Merchant,Operational,Energy,N/A,Electricity,Electricity generation,"Tirunelveli, Tuticorin and Theni districts in the state of Tamilnadu",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,198,198,Not Applicable,,MW,156,2012,"Wind, Onshore",,,Not Applicable,,Not Applicable,Not Applicable,Shriram Group (100% / India),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,2013,,No,2012,,,,102.9,30,67/33
7498,South Asia,India,Lower middle income,Blended,2012,March,Bhilwara Green Energy Limited_49.5MW Windfarm,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Satara district,Maharashtra",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,59.6,59.6,Not Applicable,,MW,49.5,2012,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,LNJ Bhilwara Group (100% / India),IFC (Loan / $15 Million / 2012),Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2012,North-East-West-North-East (NEWNE) Grid of India,Yes,2012,,,,,15,
7480,South Asia,India,Lower middle income,Blended,2012,May,Bindu Vayu Urja (Chakala) Private Limited,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Chakala, Maharashtra",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,32.9,32.9,Not Applicable,,MW,39,2012,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,Caparo Group (100% / United Kingdom),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2012,North-East-West-North-East (NEWNE) Grid of India,No,,,,,,,
7481,South Asia,India,Lower middle income,Blended,2012,July,Bindu Vayu Urja (Jamanvada) Private Limited,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Jamanvada, Gujarat",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,58.7,58.7,Not Applicable,,MW,52.5,2012,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,Caparo Group (100% / United Kingdom),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2012,North-East-West-North-East (NEWNE) Grid of India,No,,,,,,,
7479,South Asia,India,Lower middle income,Blended,2012,July,Bindu Vayu Urja (Kaladonger) Private Limited,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Kaladonger, Rajasthan",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,Not Available,0,Not Applicable,,MW,96.6,2012,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,Caparo Group (100% / United Kingdom),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2012,North-East-West-North-East (NEWNE) Grid of India,No,,,,,,,
7503,South Asia,India,Lower middle income,Blended,2012,March,BLP Wind Project (Amberi) Private Limited,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Satara and Sangli Districts, Maharashtra",13,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,33.2,33.2,Not Applicable,,MW,26.2,2012,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,Bharat Light and Power (100% / India),,Purchase agreements or transmission fees with public entity(ies),Not Applicable,Not Applicable,Financial Closure,2012,North-East-West-North-East (NEWNE) Grid of India,Yes,2012,,,,22.4,,68/32
7450,South Asia,India,Lower middle income,Blended,2012,November,Bothe Windfarm Development Private Limited,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Satara district,Maharashtra",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,244.7,244.7,Not Applicable,,MW,174.6,2012,"Wind, Onshore",,,Not Applicable,,Not Applicable,,Continuum Wind Energy (100% / Singapore),,PPA/WPA payments,Not Applicable,Not Applicable,Financial Closure,,,No,2012,,,,168.4,,69/31
7451,South Asia,India,Lower middle income,Blended,2012,October,CLP (Jaisalmer) Windfarm 102.4MW,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Bhakrani, District Jaisalmer, Rajasthan",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,120,120,Not Applicable,,MW,102.4,2012,"Wind, Onshore",,,Not Applicable,,Not Applicable,,"China Light and Power Ltd. (100% / Hong Kong, China)",,PPA/WPA payments,,,Financial Closure,,,No,2012,,,,,80,67/33
7505,South Asia,India,Lower middle income,Blended,2012,August,Essel MP Energy Limited,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"District Osmanabad, Maharashtra",Not Applicable,Not Applicable,No,N/A,No,,No,,Federal,Not Applicable,2012,100,Not Applicable,39.1,39.1,Not Applicable,,MW,20,2012,"Solar, PV",,,Lowest tariff,Competitive bidding,180,,Essel Group (100% / India),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2013,North-East-West-North-East (NEWNE) Grid of India,No,2012,,,,27.4,,70/30
7483,South Asia,India,Lower middle income,Blended,2012,June,Fortune Five Hydel Projects Private Limited,,Greenfield project,"Build, own, and operate",Construction,Energy,N/A,Electricity,Electricity generation,"Bijapur district, Karnataka",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,114.3,114.3,Not Applicable,,MW,100.8,2012,"Wind, Onshore",,,Not Applicable,Direct negotiation,Not Applicable,,Greenko Group (100% / India),,Purchase agreements or transmission fees with public entity(ies),,,Financial Closure,2013,Southern Regional Grid of India,Yes,2012,,,,79.5,,70/30
6845,South Asia,India,Lower middle income,Blended,2012,May,GMR Charanka Solar Plant 25MW,,Greenfield project,"Build, own, and operate",Operational,Energy,N/A,Electricity,Electricity generation,"Charanka village, Patan District, Gujarat",Not Applicable,Not Applicable,No,N/A,No,,No,,State/Provincial,Not Applicable,2012,100,Not Applicable,56.1,56.1,Not Applicable,12/1/11,MW,25,2012,"Solar, PV",,,Not Applicable,,Not Applicable,Not Applicable,GMR Group (100% / India),,Purchase agreements or transmission fees with public entity(ies),Not Applicable,Not Applicable,Financial Closure,2011,North-East-West-North-East (NEWNE) Grid of India,Yes,2012,,,,42.3,,70/30
